"ActivityNames" "SubjectID" "TimeBodyAcceleroMean.X" "TimeBodyAcceleroMean.Y" "TimeBodyAcceleroMean.Z" "TimeBodyAcceleroStdDev.X" "TimeBodyAcceleroStdDev.Y" "TimeBodyAcceleroStdDev.Z" "TimeGravityAcceleroMean.X" "TimeGravityAcceleroMean.Y" "TimeGravityAcceleroMean.Z" "TimeGravityAcceleroStdDev.X" "TimeGravityAcceleroStdDev.Y" "TimeGravityAcceleroStdDev.Z" "TimeBodyAcceleroJerkMean.X" "TimeBodyAcceleroJerkMean.Y" "TimeBodyAcceleroJerkMean.Z" "TimeBodyAcceleroJerkStdDev.X" "TimeBodyAcceleroJerkStdDev.Y" "TimeBodyAcceleroJerkStdDev.Z" "TimeBodyGyroMean.X" "TimeBodyGyroMean.Y" "TimeBodyGyroMean.Z" "TimeBodyGyroStdDev.X" "TimeBodyGyroStdDev.Y" "TimeBodyGyroStdDev.Z" "TimeBodyGyroJerkMean.X" "TimeBodyGyroJerkMean.Y" "TimeBodyGyroJerkMean.Z" "TimeBodyGyroJerkStdDev.X" "TimeBodyGyroJerkStdDev.Y" "TimeBodyGyroJerkStdDev.Z" "TimeBodyAcceleroMagMean" "TimeBodyAcceleroMagStdDev" "TimeGravityAcceleroMagMean" "TimeGravityAcceleroMagStdDev" "TimeGravityAcceleroJerkMagMean" "TimeGravityAcceleroJerkMagStdDev" "TimeBodyGyroMagMean" "TimeBodyGyroMagStdDev" "TimeBodyGyroJerkMagMean" "TimeBodyGyroJerkMagStdDev" "FreqBodyAcceleroMean.X" "FreqBodyAcceleroMean.Y" "FreqBodyAcceleroMean.Z" "FreqBodyAcceleroStdDev.X" "FreqBodyAcceleroStdDev.Y" "FreqBodyAcceleroStdDev.Z" "FreqBodyAcceleroJerkMean.X" "FreqBodyAcceleroJerkMean.Y" "FreqBodyAcceleroJerkMean.Z" "FreqBodyAcceleroJerkStdDev.X" "FreqBodyAcceleroJerkStdDev.Y" "FreqBodyAcceleroJerkStdDev.Z" "FreqBodyGyroMean.X" "FreqBodyGyroMean.Y" "FreqBodyGyroMean.Z" "FreqBodyGyroStdDev.X" "FreqBodyGyroStdDev.Y" "FreqBodyGyroStdDev.Z" "FreqBodyAcceleroMagMean" "FreqBodyAcceleroMagStdDev" "FreqBodyBodyAcceleroJerkMagMean" "FreqBodyBodyAcceleroJerkMagStdDev" "FreqBodyBodyGyroMagMean" "FreqBodyBodyGyroMagStdDev" "FreqBodyBodyGyroJerkMagMean" "FreqBodyBodyGyroJerkMagStdDev"
"WALKING" 26 0.27926444 -0.01542596 -0.10892701 -0.34018553 -0.13635139 -0.3334865 0.12803502 0.96064775 -0.13392219 0.1087387 -0.98005565 -0.96904031 0.23312345 0.06523037 0.01967121 -0.00618306 -0.32845288 -0.26186359 -0.1750765 -0.00334086 -0.08415077 0.08510692 -0.49288571 -0.57573545 0.15593512 -0.09941146 -0.04565383 -0.04922405 -0.41743864 -0.58700011 0.0236828 -0.22339917 -0.00335783 -0.22339917 -0.00335783 -0.29075802 0.00541384 -0.39209202 -0.00632312 -0.51239883 0.05774108 -0.32195955 -0.14670216 -0.33953965 -0.34799793 -0.18572583 -0.90055403 -0.36422676 -0.29853198 -0.39867319 -0.35106596 -0.27195216 -0.90931817 -0.36811291 -0.56182777 -0.31851681 -0.53299961 -0.5879396 -0.9406094 -0.37983674 -0.74108842 -0.29335834 -0.26130267 -0.55192761 -0.64346376 -0.61946104
"WALKING" 27 0.27684949 -0.01664788 -0.11282229 -0.34847556 -0.18730121 -0.29731827 0.36833255 0.94475929 -0.18749703 -0.12621094 -0.97986614 -0.973793 0.26832446 0.0684332 0.0016123 -0.02075233 -0.31618402 -0.10409046 0.06015728 -0.08558836 -0.03653482 0.11826775 -0.60686025 -0.52986506 0.53832575 -0.07861635 -0.04769744 -0.06502476 -0.52325688 -0.6341055 0.28431516 -0.23885388 -0.09821545 -0.23885388 -0.09821545 -0.23050055 -0.06026367 -0.39663875 -0.20876081 -0.5625872 -0.12199119 -0.30870237 -0.13678354 -0.3123726 -0.36525635 -0.26774155 -0.91187201 -0.34548274 -0.19476736 -0.38261709 -0.34661041 -0.0655179 -0.91642774 -0.49801794 -0.53472423 -0.31818238 -0.64234913 -0.53094384 -0.96557836 -0.32722941 -0.85786748 -0.25993401 -0.60897942 -0.5194517 -0.65852027 -0.6232882
"WALKING" 28 0.28122822 -0.01567597 -0.10371471 -0.29300352 -0.11788619 -0.3009284 0.30305341 0.94293028 -0.22931615 -0.12591286 -0.9766939 -0.96878086 0.14693861 0.09311222 0.02264866 -0.00762915 -0.33570018 -0.22012312 0.22733357 -0.10589621 -0.01728222 0.11606591 -0.50379862 -0.49768401 0.24252753 -0.09297467 -0.05153944 -0.05935525 -0.39941708 -0.63901855 -0.15266235 -0.18066602 -0.0393153 -0.18066602 -0.0393153 -0.29922336 -0.0471541 -0.31077595 -0.10890051 -0.54624876 -0.22406974 -0.28006218 -0.12791228 -0.35633764 -0.29883242 -0.16878902 -0.93907103 -0.36260198 -0.29454834 -0.49875449 -0.36711642 -0.1917575 -0.94065598 -0.37468107 -0.50468174 -0.25502905 -0.54548022 -0.49747074 -0.9562561 -0.35215684 -0.76673071 -0.36081146 -0.51573346 -0.51460242 -0.63451737 -0.5959651
"WALKING" 29 0.27199992 -0.01629156 -0.10663243 -0.17433794 -0.09175406 -0.24282804 0.4638484 0.96237439 -0.12731808 0.09557921 -0.97825354 -0.97527285 0.1666648 0.08537433 0.02238705 0.00941547 -0.22143354 -0.08717464 0.30040534 -0.00795668 -0.08196015 0.08568522 -0.59886867 -0.18180264 0.45750564 -0.1068883 -0.04798981 -0.0392369 -0.39590962 -0.5879443 0.28940174 -0.09552134 0.22164886 -0.09552134 0.22164886 -0.24023168 0.18064221 -0.28057327 -0.17103091 -0.50624212 -0.17584459 -0.13581951 -0.03496423 -0.27973484 -0.19035598 -0.18206854 -0.8474124 -0.21046989 -0.08802134 -0.39487783 -0.30733667 -0.15502066 -0.8449028 -0.43149005 -0.36223232 -0.3972775 -0.65431356 -0.09413597 -0.93302635 -0.23568331 -0.67631683 -0.10897821 -0.74780864 -0.41681785 -0.79167904 -0.62850112
"WALKING" 30 0.27640676 -0.01758804 -0.09862471 -0.34639428 -0.17355002 -0.12047678 -0.1422633 0.96521755 -0.15767382 -0.00392556 -0.97975247 -0.97017656 -0.36843355 0.068869 0.02196565 -0.00739534 -0.37440094 -0.27070927 -0.09316242 -0.04595054 -0.06491709 0.08395682 -0.38792059 0.00600278 0.0239632 -0.08738399 -0.06170289 -0.04460072 -0.46034539 -0.4976218 0.2052585 -0.19514003 0.03809012 -0.19514003 0.03809012 -0.35211171 0.06908183 -0.02296408 0.09410464 -0.47206873 -0.12953787 -0.35140291 -0.19385666 -0.30955888 -0.34492811 -0.21563432 -0.92547174 -0.38959563 -0.29952534 -0.46703071 -0.4151354 -0.2894661 -0.92341299 -0.3744403 -0.17590092 -0.24735034 -0.39903235 0.0955456 -0.96172736 -0.34236377 -0.77371769 -0.34718013 -0.29512498 -0.35834436 -0.5475274 -0.54762175
"WALKING_UPSTAIRS" 1 0.25546169 -0.02395315 -0.097302 -0.35470803 -0.00232027 -0.01947924 0.16162811 0.8933511 -0.36215336 -0.07540294 -0.95636703 -0.95284923 -0.17800375 0.10137273 0.01948631 -0.04556254 -0.44684389 -0.37827443 0.3129097 0.05054938 -0.16617002 0.05835955 -0.5448711 0.00410518 0.00374637 -0.12223277 -0.04214859 -0.04071255 -0.61478651 -0.60169666 -0.2407626 -0.12992763 0.0963139 -0.12992763 0.0963139 -0.46650345 0.02280133 -0.12673559 -0.09774661 -0.59488287 -0.16356432 -0.40432178 -0.19097672 -0.4333497 -0.33742819 0.02176951 -0.97962719 -0.47987525 -0.41344459 -0.68547435 -0.46190703 -0.38177707 -0.98078646 -0.49261167 -0.31947461 -0.45359721 -0.56589249 0.15153891 -0.97116919 -0.35239594 -0.59621674 -0.44265216 -0.68685336 -0.32596146 -0.49621683 -0.63466508
"WALKING_UPSTAIRS" 2 0.24716479 -0.02141211 -0.1525139 -0.30437641 0.10802728 -0.11212102 0.18153981 0.79071742 -0.41621489 -0.19588824 -0.93440774 -0.92376745 -0.16919185 0.07445078 -0.00970986 0.01948144 -0.27612189 -0.18564895 0.30777366 -0.05769126 -0.03208831 0.0688374 -0.43925306 -0.46629834 0.44003102 -0.0828858 -0.04240537 -0.04451575 -0.46485436 -0.64549134 -0.28863594 -0.10732268 -0.05065867 -0.10732268 -0.05065867 -0.32126891 0.20862613 -0.21971347 -0.19631629 -0.57281644 -0.00629093 -0.26672093 0.00992446 -0.28100199 -0.32058241 0.08488028 -0.94891048 -0.25863944 -0.18784213 -0.52272806 -0.36541544 -0.24355415 -0.95168881 -0.33164358 -0.48808612 -0.24860112 -0.47635885 -0.45975849 -0.88588694 -0.14531854 -0.75713349 -0.18951114 -0.58156444 -0.45061218 -0.62441725 -0.6007985
"WALKING_UPSTAIRS" 3 0.26081987 -0.03241094 -0.11006486 -0.31312344 0.01162808 -0.3697546 0.31348733 0.88353344 -0.38285115 -0.16294396 -0.94404082 -0.90982595 0.091883 0.0426881 0.03972493 0.02082055 -0.45836462 -0.25168036 0.35443518 0.07219803 -0.13927541 0.02156037 -0.45603926 -0.58274285 0.0206112 -0.11551057 -0.04003725 -0.04981809 -0.50727076 -0.77577414 -0.12801388 -0.1840149 -0.04633475 -0.1840149 -0.04633475 -0.43690116 0.06421243 -0.34732181 -0.13484317 -0.6588614 -0.17598807 -0.39200421 -0.07880942 -0.50449453 -0.28533302 -0.00803988 -0.9781831 -0.47843431 -0.28377255 -0.67731453 -0.48644651 -0.26819152 -0.97942603 -0.37821668 -0.63729351 -0.43150336 -0.48482099 -0.55604595 -0.96767096 -0.31586608 -0.69730317 -0.4129209 -0.47145317 -0.51421158 -0.66346207 -0.71687778
"WALKING_UPSTAIRS" 4 0.2708767 -0.03198043 -0.11421946 -0.20493304 -0.06668991 -0.37213778 -0.0935618 0.94626431 -0.2329443 0.08416754 -0.95849524 -0.92337602 0.14292661 0.05609719 0.0234019 0.00340281 -0.38048803 -0.28154318 -0.14138468 0.03938252 -0.08594717 0.08437538 -0.45443104 -0.55118557 0.19124224 -0.13147207 -0.03905088 -0.07224963 -0.5336668 -0.84072275 -0.05664913 -0.15370394 0.16384393 -0.15370394 0.16384393 -0.40092225 -0.10151017 -0.29977941 0.07471299 -0.68697837 -0.1709883 -0.29448827 -0.11710916 -0.52465572 -0.17321722 -0.10143445 -0.9704013 -0.41830465 -0.29780519 -0.69010693 -0.39676258 -0.31452503 -0.97238672 -0.37106899 -0.6843102 -0.35076574 -0.48354869 -0.48982428 -0.9199196 -0.2768255 -0.51531567 -0.39740628 -0.68985561 -0.57579407 -0.70990559 -0.74074923
"WALKING_UPSTAIRS" 5 0.26845947 -0.03252698 -0.10747145 -0.04572378 0.18502246 -0.30893898 0.29220519 0.93682183 -0.26594257 -0.02320354 -0.95357997 -0.90051172 0.10662218 0.07954435 0.01401304 -0.02559095 -0.22389656 -0.12502661 0.1652271 0.03951911 -0.11719555 0.04244428 -0.44334226 -0.44034583 -0.04931706 -0.14302969 -0.05598958 -0.05348954 -0.3052452 -0.63182205 -0.00521967 0.0435562 0.05996599 0.0435562 0.05996599 -0.24740348 -0.11378267 -0.23551693 -0.10779109 -0.47348817 -0.03442575 -0.16148534 0.07289032 -0.45747068 -0.0047382 0.16503763 -0.95948064 -0.28972547 -0.19681792 -0.60671746 -0.22532784 -0.10531115 -0.96317429 -0.2636151 -0.51660905 -0.13980139 -0.50168558 -0.40348639 -0.89920473 -0.16926152 -0.51974568 -0.26467494 -0.56368287 -0.39256453 -0.7907809 -0.57134414
"WALKING_UPSTAIRS" 6 0.26822936 -0.02724254 -0.12208244 -0.05013502 0.18927612 -0.35351951 0.05695262 0.91363224 -0.34073261 -0.0184609 -0.95939943 -0.91290068 0.40480819 0.07210675 0.00371343 -0.00237817 -0.18030116 -0.04139946 0.09914356 -0.07674068 -0.0518982 0.0664234 -0.32197372 -0.3157999 0.02621013 -0.06520245 -0.04577054 -0.05768 -0.18676329 -0.48649412 -0.0811692 0.0177791 0.15242854 0.0177791 0.15242854 -0.2073798 -0.09643379 -0.12912124 -0.11389019 -0.34289537 -0.23772935 -0.13107537 0.09780351 -0.4272481 -0.02113356 0.15912378 -0.95995016 -0.24481277 -0.12299159 -0.54931462 -0.18681507 -0.01698114 -0.96106658 -0.11506501 -0.32965378 -0.04641421 -0.39024813 -0.31361857 -0.90632706 -0.08194794 -0.66667447 -0.16986823 -0.33833083 -0.23062702 -0.80103432 -0.45923633
"WALKING_UPSTAIRS" 7 0.24870692 -0.0275639 -0.14376969 -0.29487297 -0.32616002 -0.14566503 0.35435669 0.81874656 -0.24095094 -0.40359971 -0.93282305 -0.93977426 0.05792484 0.07246499 -0.00081239 -7.452e-05 -0.41515312 -0.5198976 0.34102213 -0.13877811 -0.00247162 0.13921707 -0.36385324 -0.57299682 0.1230718 -0.08566409 -0.04822191 -0.07245175 -0.61681266 -0.67124374 -0.24171252 -0.19807444 0.17513458 -0.19807444 0.17513458 -0.45869523 0.05064963 -0.23909917 -0.09049116 -0.66196977 -0.03188796 -0.33619943 -0.38159052 -0.31746102 -0.27987009 -0.34102555 -0.96686386 -0.45464788 -0.53707567 -0.58176453 -0.42697403 -0.5341913 -0.9735287 -0.38388934 -0.56792027 -0.40815027 -0.36863696 -0.57996461 -0.98048695 -0.37861876 -0.60685378 -0.45478325 -0.47839748 -0.53398295 -0.51636767 -0.67332728
"WALKING_UPSTAIRS" 8 0.25888015 -0.02824151 -0.11512212 -0.17171217 0.34876873 0.12118728 0.06077129 0.86036872 -0.29134149 -0.19230696 -0.92667329 -0.93103207 0.03612417 0.08138168 0.01412059 -0.06745839 -0.1866189 -0.01235011 0.33300887 0.19270448 -0.20420536 -0.0724546 -0.36742837 -0.06669809 0.33722249 -0.15544567 -0.02791958 -0.05340904 -0.40507069 -0.42467567 -0.16840156 0.12102663 -0.03552589 0.12102663 -0.03552589 -0.14149461 -0.10910312 0.16644799 0.12152179 -0.40066401 -0.13960408 -0.16641107 0.2634314 -0.07294969 -0.17528499 0.30540146 -0.90543409 -0.20027725 -0.02579526 -0.3866558 -0.24733662 -0.07008215 -0.91226225 -0.24026076 -0.11316214 0.16597419 -0.40995558 -0.04788025 -0.88971252 -0.13026452 -0.78247952 -0.13185057 -0.86417552 -0.22961095 -0.62811949 -0.46327058
"WALKING_UPSTAIRS" 9 0.26243648 -0.01951011 -0.125219 -0.36144438 -0.3022062 -0.25343408 0.10207783 0.90264778 -0.03779478 -0.26600987 -0.95438356 -0.90131732 0.18226338 0.06922662 0.00126612 0.00766047 -0.33529164 -0.58614701 -0.15037226 -0.16396719 -0.04125879 0.14569463 -0.34397663 -0.40085907 -0.00764058 -0.06846896 -0.03027975 -0.02363279 -0.66041953 -0.70860477 0.23397479 -0.26072758 -0.05749801 -0.26072758 -0.05749801 -0.44066754 -0.18100962 -0.08332345 -0.04014683 -0.67284056 -0.3318055 -0.34273595 -0.4050228 -0.38471042 -0.36981578 -0.29764106 -0.96554839 -0.40204475 -0.60849859 -0.61512571 -0.32742199 -0.59011292 -0.97254184 -0.31394163 -0.4991592 -0.32769867 -0.36162638 -0.35203309 -0.98594674 -0.37289035 -0.76135766 -0.41953311 -0.5928117 -0.53148269 -0.62132191 -0.73415945
"WALKING_UPSTAIRS" 10 0.26712185 -0.01438549 -0.11818042 -0.16159192 -0.00555288 -0.07387449 -0.06636783 0.93186103 -0.05656703 0.02275277 -0.95921607 -0.93703942 -0.04570113 0.06488293 0.02663143 -0.05133758 -0.18722018 -0.17780308 -0.25639209 0.07334472 -0.09546002 0.08796642 -0.30853471 0.04117247 -0.20452944 -0.15721254 -0.03723485 -0.03650217 -0.42729134 -0.60462906 0.05319801 -0.02666233 0.13851642 -0.02666233 0.13851642 -0.26203804 -0.02713474 0.04385738 0.05337725 -0.52346297 -0.23227415 -0.13941079 -0.03906882 -0.30120641 -0.17195735 -0.05162847 -0.95190896 -0.20121432 -0.20687284 -0.55323067 -0.24759832 -0.20279613 -0.95377771 -0.21852472 -0.23585899 -0.26276337 -0.34130162 0.17173579 -0.95025549 -0.16686672 -0.75497278 -0.15355315 -0.71047579 -0.26537169 -0.60409038 -0.600583
"WALKING_UPSTAIRS" 11 0.26377586 -0.03031578 -0.10679722 -0.23880296 -0.1031675 -0.2033694 -0.00932792 0.89262616 -0.34357692 0.14663375 -0.95346311 -0.92436083 0.25828008 0.09685617 -0.01326253 -0.01514639 -0.45296168 -0.42811923 0.21617827 -0.08209097 -0.05669288 0.06380544 -0.50133163 -0.28204454 -0.10655634 -0.06452454 -0.07198347 -0.04607615 -0.66043134 -0.80945944 -0.00681602 -0.13259462 0.03837907 -0.13259462 0.03837907 -0.5095877 -0.16109631 -0.25504834 0.1117542 -0.75731481 -0.1712761 -0.3553489 -0.25464521 -0.55174208 -0.19873366 -0.08850481 -0.98700144 -0.49592737 -0.45531792 -0.76538791 -0.45825502 -0.43727633 -0.98807849 -0.47178278 -0.58116715 -0.67467188 -0.51781165 -0.15378785 -0.99063484 -0.33606103 -0.66339591 -0.4759285 -0.38881155 -0.55009966 -0.50945292 -0.79598611
"WALKING_UPSTAIRS" 12 0.27297034 -0.02635749 -0.10733973 -0.29014919 -0.10381826 -0.43669743 0.11905388 0.93837147 -0.2591442 -0.07025038 -0.96024629 -0.94137835 0.03872424 0.07286608 -0.00689495 0.00906663 -0.35985697 -0.31132899 0.12802155 -0.09312341 -0.04113145 0.08980228 -0.5266593 -0.5229498 0.14759445 -0.04556389 -0.03354066 -0.06531673 -0.54999919 -0.76119561 0.09852318 -0.22918393 0.16369212 -0.22918393 0.16369212 -0.4324693 0.08981132 -0.31656159 -0.06182679 -0.67497213 -0.10297771 -0.32144793 -0.16834152 -0.56084121 -0.27892975 -0.13017556 -0.97499343 -0.38584375 -0.33307759 -0.68792987 -0.39060122 -0.33592638 -0.97370607 -0.42636033 -0.60471132 -0.40608094 -0.56046296 -0.48391839 -0.96091643 -0.29000542 -0.60277665 -0.32088446 -0.22759247 -0.59403252 -0.69195802 -0.71433259
"WALKING_UPSTAIRS" 13 0.25820394 -0.02773923 -0.12576727 -0.2962846 0.10447077 -0.21721057 0.41570044 0.84763431 -0.3574045 -0.20750717 -0.9464415 -0.92205497 0.10177868 0.06924421 -0.0012801 -0.02541263 -0.48732554 -0.32333393 0.39232286 -0.13829376 0.00381967 0.11667956 -0.54106669 -0.40357217 -0.1908236 -0.06648172 -0.0453052 -0.06616539 -0.63103758 -0.67880592 -0.28227339 -0.1011535 0.11308253 -0.1011535 0.11308253 -0.45619045 -0.0850911 -0.23718296 -0.08026015 -0.6319649 -0.02114951 -0.38246074 -0.06365648 -0.40478524 -0.26608129 0.11465671 -0.96902224 -0.50621214 -0.36899618 -0.63149643 -0.51433776 -0.31940041 -0.97364997 -0.48211301 -0.4921761 -0.25533895 -0.562911 -0.36428326 -0.95349126 -0.3675228 -0.6951539 -0.42510001 -0.64975678 -0.48547731 -0.6903756 -0.65608854
"WALKING_UPSTAIRS" 14 0.26242107 -0.02043882 -0.11227969 -0.30939672 0.30719553 0.60901788 -0.17913536 0.68825612 -0.32268036 -0.49508872 -0.92852364 -0.90723143 -0.58407127 0.0803303 -0.01831312 0.00344199 -0.36878042 -0.33642718 0.27801448 0.08138417 -0.12349957 -0.04413819 -0.45428334 0.47651871 0.71267301 -0.12826667 -0.02077497 -0.01372376 -0.64661103 -0.37147972 0.28735133 0.1401082 0.10398317 0.1401082 0.10398317 -0.28366384 -0.11599984 0.36577942 -0.00725553 -0.39992195 -0.29486254 -0.32350844 0.01639392 0.19169374 -0.30498025 0.35607277 -0.90485693 -0.38349715 -0.34760664 -0.26400847 -0.41096787 -0.37157247 -0.90713013 -0.44104836 0.11868769 0.19670322 -0.46474293 0.64623364 -0.95234797 -0.07598518 -0.60535408 -0.28874433 -0.75550585 0.04885887 -0.62932129 -0.45725061
"WALKING_UPSTAIRS" 15 0.2701876 -0.02875239 -0.11695246 -0.02609718 -0.00406536 -0.37971749 -0.17928452 0.91854481 -0.31496101 0.08118034 -0.9525624 -0.92764882 0.24568742 0.07297243 -0.00417362 -0.0052588 -0.18694466 -0.31186136 -0.06325685 0.090334 -0.15472129 0.09116815 -0.41525132 -0.33023324 0.13685 -0.14448599 -0.03654192 -0.07672425 -0.52553395 -0.76305351 0.02595855 -0.00097139 0.08016867 -0.00097139 0.08016867 -0.31605038 -0.18154932 -0.20121727 -0.01211432 -0.66363712 -0.38585253 -0.07463284 -0.10193543 -0.53959108 -0.00838244 -0.01913283 -0.97915818 -0.23705307 -0.33810222 -0.71455417 -0.20723161 -0.33039143 -0.97989335 -0.36109686 -0.51702525 -0.48570175 -0.43722533 -0.24361227 -0.98017674 -0.16524215 -0.59628598 -0.26195668 -0.67537763 -0.45369357 -0.58273878 -0.73142236
"WALKING_UPSTAIRS" 16 0.2559861 -0.01436549 -0.12407452 -0.39708383 -0.16373275 -0.12928383 0.02397863 0.82687428 -0.0805926 -0.3790597 -0.94841355 -0.93365746 -0.0593746 0.07625267 0.01737293 0.03805336 -0.52108914 -0.42562594 -0.10960667 0.07184089 -0.04861368 -0.00779288 -0.50808717 -0.58638289 -0.00247382 -0.14090829 -0.02962113 -0.0354163 -0.70726417 -0.77471907 0.08834226 -0.23399033 0.10841889 -0.23399033 0.10841889 -0.48321905 -0.0812591 -0.30826057 0.02426893 -0.73770516 -0.21760627 -0.47498401 -0.26806381 -0.33585304 -0.36963614 -0.16632424 -0.95975852 -0.54608886 -0.46860521 -0.56522084 -0.53807309 -0.41712701 -0.96096246 -0.53239972 -0.64201806 -0.49242749 -0.50989603 -0.5596006 -0.98658538 -0.37064974 -0.65000193 -0.47559772 -0.48962489 -0.63054668 -0.59521599 -0.78783363
"WALKING_UPSTAIRS" 17 0.25260477 -0.02286456 -0.12129044 -0.06295275 -0.0131721 -0.23022095 0.35573778 0.85353057 -0.28415375 -0.29817146 -0.94946037 -0.91597347 0.2156462 0.07680442 0.03083565 0.00759534 -0.29266583 -0.34979187 0.12551371 -0.03042506 -0.05484559 0.05609314 -0.49656273 -0.49304413 0.04166246 -0.1426554 -0.04144963 -0.02234821 -0.60604434 -0.67672285 -0.38563755 -0.01280623 0.16348809 -0.01280623 0.16348809 -0.3572339 -0.04233043 -0.23519125 -0.11064561 -0.63736749 -0.0984916 -0.13975222 -0.11751974 -0.39992349 -0.03553812 -0.02527817 -0.97178518 -0.36027223 -0.37705193 -0.63301771 -0.28721904 -0.36511426 -0.97723445 -0.41622302 -0.52143542 -0.32427371 -0.52446839 -0.48115412 -0.97081327 -0.15030564 -0.73228192 -0.36029985 -0.77936506 -0.50406696 -0.73938575 -0.66900876
"WALKING_UPSTAIRS" 18 0.2654012 -0.02220607 -0.11265589 -0.38016829 -0.21115512 -0.31437339 0.11773056 0.88333026 -0.31661995 -0.10611255 -0.96173881 -0.94205688 0.10870582 0.0812402 0.02116547 0.00935897 -0.56320213 -0.56794064 0.19759834 -0.04706839 -0.05261338 0.09067365 -0.5938415 -0.507297 0.20507159 -0.0899953 -0.05274726 -0.06925362 -0.76068903 -0.82887217 -0.08194883 -0.27914631 0.06880476 -0.27914631 0.06880476 -0.60146395 -0.08921974 -0.3691086 0.19910325 -0.78165269 -0.17721148 -0.46509726 -0.36345074 -0.52272838 -0.35063984 -0.19055064 -0.98289437 -0.58941059 -0.57965029 -0.73614927 -0.57533125 -0.58553143 -0.98529472 -0.59232371 -0.64981727 -0.5043641 -0.6007113 -0.44342984 -0.98510887 -0.43656106 -0.68440925 -0.5744814 -0.38985606 -0.65402909 -0.48488258 -0.82619316
"WALKING_UPSTAIRS" 19 0.24211881 -0.03039866 -0.15105461 -0.1287421 0.17634992 -0.19046855 0.17674179 0.82942837 -0.38710071 -0.22100876 -0.91649599 -0.90104485 0.25204918 0.08315451 0.05681859 0.0316682 -0.17427906 -0.01288655 0.07086918 0.03885371 -0.13451432 -0.00023325 -0.40680003 -0.17263322 0.39087207 -0.1018063 -0.03462885 -0.05335459 -0.23937641 -0.49212222 -0.18112264 0.01738119 -0.05149317 0.01738119 -0.05149317 -0.11418961 -0.22047951 -0.06161577 -0.24667652 -0.37279053 -0.22755273 -0.15687949 0.11181816 -0.21964447 -0.11993478 0.13255758 -0.87929113 -0.20532265 -0.07392837 -0.38065712 -0.21726518 -0.01316959 -0.88481784 -0.19448551 -0.22542182 -0.06612935 -0.47751475 -0.14992516 -0.91526889 -0.07962876 -0.84478699 -0.18739132 -0.89875847 -0.28884027 -0.74385429 -0.47718391
"WALKING_UPSTAIRS" 20 0.25209832 -0.0282258 -0.12102395 -0.11608868 0.15219633 -0.22924946 0.32049177 0.77709572 -0.47989484 -0.13011763 -0.93140501 -0.92459435 0.41214747 0.08364513 0.00659983 -0.0245421 -0.18569539 -0.26078971 0.42618342 0.06591933 -0.17465096 0.05870194 -0.49270119 -0.10472216 0.00353377 -0.14838917 -0.01898163 -0.05189855 -0.47110768 -0.39398862 0.04057643 0.00872502 0.0132267 0.00872502 0.0132267 -0.25561124 -0.38581086 0.02233025 0.07071921 -0.37192842 -0.37360035 -0.14043907 -0.02938324 -0.31843152 -0.10844476 0.16454675 -0.95448673 -0.25616226 -0.3121611 -0.4927559 -0.18709078 -0.25500828 -0.95419862 -0.37268435 -0.16234139 0.11507664 -0.53202173 -0.07904672 -0.92213019 -0.2050093 -0.4633572 -0.21501403 -0.65005505 -0.28662772 -0.80190784 -0.45039345
"WALKING_UPSTAIRS" 21 0.26519454 -0.02372187 -0.12541427 -0.24080828 0.10978747 -0.21970793 0.31114602 0.78117721 -0.43230962 -0.30973504 -0.94091164 -0.94152362 0.02521213 0.10403422 -0.01562901 -0.03601155 -0.42405201 -0.20320967 0.44816631 0.06260869 -0.15562243 -0.0054683 -0.53190942 -0.46313684 0.45050587 -0.14435149 -0.01320228 -0.00694066 -0.57354184 -0.6044696 0.06760166 -0.08104532 0.13482366 -0.08104532 0.13482366 -0.35504769 0.01812302 -0.16898272 -0.22750826 -0.57793564 -0.21394628 -0.31916934 0.02215987 -0.32171297 -0.21318405 0.08234343 -0.95079421 -0.43683958 -0.2050673 -0.51981517 -0.46297285 -0.26126105 -0.95456737 -0.44697401 -0.44669158 -0.15576235 -0.56096805 -0.47829964 -0.93899702 -0.25789445 -0.66047585 -0.35544371 -0.64645178 -0.47536989 -0.69701456 -0.62891575
"WALKING_UPSTAIRS" 22 0.24839153 -0.02686226 -0.11755086 0.08357386 0.25006752 -0.10961322 0.41319273 0.88945438 -0.33682691 -0.0957979 -0.94063384 -0.94162022 0.310171 0.08771722 0.0367083 -0.03361697 -0.00853993 -0.05757845 0.60827532 0.13497881 -0.18145841 0.01573592 -0.30149171 -0.48941791 0.61594984 -0.14845008 -0.03813126 -0.06745705 -0.39669922 -0.70425542 -0.10277472 0.21028261 -0.1190147 0.21028261 -0.1190147 -0.09578403 0.13785491 -0.12803192 -0.16214358 -0.56811187 -0.13281471 -0.05539965 0.13068654 -0.22801995 0.13204881 0.23005877 -0.89138346 -0.03824498 -0.07518293 -0.41444888 -0.06779785 -0.10609961 -0.8951773 -0.19545699 -0.52394375 -0.19931307 -0.33813978 -0.47388207 -0.9066212 -0.08669051 -0.61784451 -0.04580204 -0.45779886 -0.369902 -0.6434385 -0.667996
